mse_id,snp_id,state,category_l1,match_score,rank
MSE02850,SNP007,Karnataka,Fashion,0.715,1
MSE02851,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7832,1
MSE02852,SNP017,Tamil Nadu,Food & Beverage,0.9003,1
MSE02856,SNP024,Rajasthan,Food & Beverage,0.6571,1
MSE02861,SNP004,Jammu & Kashmir,Agriculture,0.737,1
MSE02862,SNP007,Madhya Pradesh,Beauty & Personal Care,0.82,1
MSE02863,SNP006,Chhattisgarh,Handicrafts & Handloom,0.7835,1
MSE02864,SNP007,Andhra Pradesh,Fashion,0.7706,1
MSE02865,SNP004,Odisha,Agriculture,0.8717,1
MSE02867,SNP007,Telangana,Beauty & Personal Care,0.8445,1
MSE02868,SNP007,Andhra Pradesh,Fashion,0.9036,1
MSE02870,SNP007,West Bengal,Home & Kitchen,0.859,1
MSE02873,SNP008,Punjab,Services,0.9215,1
MSE02874,SNP007,Tamil Nadu,Home & Kitchen,0.6374,1
MSE02875,SNP007,Maharashtra,Fashion,0.7098,1
MSE02876,SNP007,West Bengal,Fashion,0.7985,1
MSE02878,SNP024,Tripura,Food & Beverage,0.9087,1
MSE02881,SNP020,Maharashtra,Agriculture,0.8591,1
MSE02884,SNP006,Assam,Handicrafts & Handloom,0.6696,1
MSE02886,SNP007,Madhya Pradesh,Home & Kitchen,0.813,1
MSE02889,SNP025,Uttar Pradesh,Electronics,0.6475,1
MSE02890,SNP002,Tamil Nadu,Electronics,0.9306,1
MSE02891,SNP024,Punjab,Food & Beverage,0.6829,1
MSE02892,SNP025,Karnataka,Electronics,0.665,1
MSE02893,SNP007,Uttar Pradesh,Beauty & Personal Care,0.8731,1
MSE02895,SNP004,Chhattisgarh,Agriculture,0.8477,1
MSE02896,SNP007,Gujarat,Home & Kitchen,0.7474,1
MSE02897,SNP004,Tamil Nadu,Agriculture,0.8304,1
MSE02898,SNP007,Telangana,Home & Kitchen,0.7516,1
MSE02900,SNP006,Gujarat,Handicrafts & Handloom,0.6239,1
MSE02901,SNP006,Telangana,Handicrafts & Handloom,0.8013,1
MSE02902,SNP007,Gujarat,Home & Kitchen,0.8568,1
MSE02907,SNP024,Andhra Pradesh,Food & Beverage,0.7624,1
MSE02908,SNP007,Jammu & Kashmir,Beauty & Personal Care,0.6933,1
MSE02909,SNP004,Telangana,Food & Beverage,0.9038,1
MSE02910,SNP007,Assam,Fashion,0.7589,1
MSE02912,SNP007,Madhya Pradesh,Beauty & Personal Care,0.7832,1
MSE02913,SNP007,Andhra Pradesh,Beauty & Personal Care,0.7229,1
MSE02914,SNP024,Gujarat,Food & Beverage,0.7423,1
MSE02915,SNP007,Uttar Pradesh,Fashion,0.6332,1
MSE02916,SNP017,Tamil Nadu,Food & Beverage,0.707,1
MSE02920,SNP007,Himachal Pradesh,Fashion,0.8196,1
MSE02922,SNP007,Karnataka,Home & Kitchen,0.7156,1
MSE02923,SNP017,Kerala,Food & Beverage,0.8229,1
MSE02926,SNP008,Kerala,Services,0.7091,1
MSE02927,SNP024,Uttar Pradesh,Food & Beverage,0.8516,1
MSE02928,SNP006,Punjab,Handicrafts & Handloom,0.7212,1
MSE02931,SNP007,Maharashtra,Home & Kitchen,0.6309,1
MSE02934,SNP024,Andhra Pradesh,Food & Beverage,0.638,1
MSE02937,SNP006,Rajasthan,Handicrafts & Handloom,0.8483,1
MSE02938,SNP024,Andhra Pradesh,Food & Beverage,0.6523,1
MSE02944,SNP024,Rajasthan,Food & Beverage,0.6268,1
MSE02945,SNP024,Madhya Pradesh,Food & Beverage,0.6847,1
MSE02949,SNP020,Gujarat,Agriculture,0.6364,1
MSE02952,SNP007,Maharashtra,Home & Kitchen,0.892,1
MSE02954,SNP017,Kerala,Food & Beverage,0.7373,1
MSE02955,SNP007,Rajasthan,Fashion,0.7813,1
MSE02959,SNP008,Nagaland,Services,0.7464,1
MSE02962,SNP007,Uttar Pradesh,Fashion,0.6628,1
MSE02963,SNP007,Karnataka,Home & Kitchen,0.8838,1
MSE02965,SNP024,West Bengal,Food & Beverage,0.6296,1
MSE02966,SNP006,Himachal Pradesh,Handicrafts & Handloom,0.7673,1
MSE02970,SNP024,Uttar Pradesh,Food & Beverage,0.9082,1
MSE02974,SNP007,Tamil Nadu,Home & Kitchen,0.7595,1
MSE02975,SNP007,Kerala,Home & Kitchen,0.6221,1
MSE02977,SNP008,Himachal Pradesh,Services,0.6594,1
MSE02979,SNP007,Uttar Pradesh,Home & Kitchen,0.8535,1
MSE02981,SNP017,Kerala,Food & Beverage,0.8735,1
MSE02982,SNP007,Jharkhand,Fashion,0.6986,1
MSE02986,SNP024,Bihar,Food & Beverage,0.7057,1
MSE02989,SNP020,Maharashtra,Agriculture,0.6284,1
MSE02992,SNP007,Rajasthan,Home & Kitchen,0.7126,1
MSE02996,SNP007,Delhi,Fashion,0.8128,1
MSE02997,SNP024,Rajasthan,Food & Beverage,0.6532,1
MSE02998,SNP007,West Bengal,Home & Kitchen,0.8304,1
MSE02999,SNP024,Andhra Pradesh,Food & Beverage,0.6482,1
MSE03001,SNP008,Odisha,Services,0.6289,1
MSE03004,SNP007,Assam,Home & Kitchen,0.6686,1
MSE03010,SNP007,Rajasthan,Home & Kitchen,0.7145,1
MSE03012,SNP007,Bihar,Home & Kitchen,0.7336,1
MSE03013,SNP024,Maharashtra,Food & Beverage,0.8163,1
MSE03014,SNP007,Telangana,Home & Kitchen,0.7914,1
MSE03015,SNP007,Maharashtra,Beauty & Personal Care,0.8365,1
MSE03020,SNP006,Puducherry,Handicrafts & Handloom,0.8561,1
MSE03027,SNP024,Maharashtra,Food & Beverage,0.7861,1
MSE03028,SNP004,Telangana,Food & Beverage,0.7353,1
MSE03031,SNP007,West Bengal,Fashion,0.8065,1
MSE03032,SNP007,Maharashtra,Fashion,0.7463,1
MSE03033,SNP007,Telangana,Beauty & Personal Care,0.6755,1
MSE03035,SNP008,Assam,Services,0.646,1
MSE03037,SNP017,Tamil Nadu,Food & Beverage,0.6347,1
MSE03040,SNP007,Rajasthan,Home & Kitchen,0.8369,1
MSE03041,SNP007,Telangana,Home & Kitchen,0.8544,1
MSE03042,SNP007,Kerala,Fashion,0.8348,1
MSE03043,SNP007,Karnataka,Beauty & Personal Care,0.9217,1
MSE03045,SNP007,Tamil Nadu,Home & Kitchen,0.9147,1
MSE03046,SNP006,Madhya Pradesh,Handicrafts & Handloom,0.7254,1
MSE03049,SNP007,Tamil Nadu,Fashion,0.7308,1
MSE03050,SNP007,Andhra Pradesh,Home & Kitchen,0.6687,1
MSE03051,SNP007,Karnataka,Fashion,0.92,1
MSE03052,SNP007,Uttar Pradesh,Fashion,0.7496,1
MSE03059,SNP006,Maharashtra,Handicrafts & Handloom,0.7007,1
MSE03061,SNP007,West Bengal,Fashion,0.8012,1
MSE03062,SNP024,Uttar Pradesh,Food & Beverage,0.9308,1
MSE03065,SNP008,Tamil Nadu,Services,0.6988,1
MSE03066,SNP007,Maharashtra,Home & Kitchen,0.7959,1
MSE03067,SNP006,Maharashtra,Handicrafts & Handloom,0.6929,1
MSE03071,SNP007,Andhra Pradesh,Fashion,0.8353,1
MSE03072,SNP007,Tamil Nadu,Fashion,0.8916,1
MSE03075,SNP007,Bihar,Fashion,0.8554,1
MSE03077,SNP024,Odisha,Food & Beverage,0.8511,1
MSE03079,SNP006,Telangana,Handicrafts & Handloom,0.8312,1
MSE03081,SNP008,Uttar Pradesh,Services,0.6499,1
MSE03082,SNP024,West Bengal,Food & Beverage,0.7888,1
MSE03083,SNP017,Karnataka,Food & Beverage,0.7909,1
MSE03084,SNP007,Meghalaya,Home & Kitchen,0.8156,1
MSE03091,SNP017,Tamil Nadu,Food & Beverage,0.6854,1
MSE03092,SNP002,Jammu & Kashmir,Electronics,0.736,1
MSE03100,SNP002,Tamil Nadu,Electronics,0.9033,1
MSE03102,SNP006,Gujarat,Handicrafts & Handloom,0.8691,1
MSE03104,SNP007,Punjab,Beauty & Personal Care,0.7409,1
MSE03105,SNP006,Maharashtra,Handicrafts & Handloom,0.711,1
MSE03108,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7973,1
MSE03111,SNP008,Jammu & Kashmir,Services,0.6593,1
MSE03113,SNP007,Maharashtra,Fashion,0.9193,1
MSE03118,SNP007,Uttar Pradesh,Fashion,0.755,1
MSE03119,SNP024,Odisha,Food & Beverage,0.8276,1
MSE03120,SNP007,West Bengal,Fashion,0.6465,1
MSE03122,SNP020,Maharashtra,Agriculture,0.823,1
MSE03129,SNP007,Uttar Pradesh,Fashion,0.8395,1
MSE03130,SNP007,Chhattisgarh,Fashion,0.6562,1
MSE03132,SNP007,Gujarat,Fashion,0.6235,1
MSE03135,SNP024,Uttar Pradesh,Food & Beverage,0.6503,1
MSE03136,SNP007,Odisha,Fashion,0.8566,1
MSE03137,SNP024,Uttar Pradesh,Food & Beverage,0.8362,1
MSE03139,SNP008,Bihar,Services,0.7845,1
MSE03140,SNP007,Uttar Pradesh,Fashion,0.6868,1
MSE03141,SNP007,Delhi,Fashion,0.9351,1
MSE03143,SNP004,Kerala,Agriculture,0.8959,1
MSE03144,SNP007,Andhra Pradesh,Home & Kitchen,0.8505,1
MSE03145,SNP007,Uttar Pradesh,Home & Kitchen,0.9045,1
MSE03146,SNP007,Chhattisgarh,Home & Kitchen,0.882,1
MSE03147,SNP004,West Bengal,Agriculture,0.7943,1
MSE03148,SNP024,Madhya Pradesh,Food & Beverage,0.8725,1
MSE03149,SNP006,Odisha,Handicrafts & Handloom,0.8592,1
MSE03150,SNP006,Telangana,Handicrafts & Handloom,0.8107,1
MSE03152,SNP002,Gujarat,Electronics,0.9303,1
MSE03153,SNP017,Tamil Nadu,Food & Beverage,0.6734,1
MSE03161,SNP007,Tamil Nadu,Beauty & Personal Care,0.6898,1
MSE03163,SNP007,West Bengal,Home & Kitchen,0.7226,1
MSE03164,SNP006,Punjab,Handicrafts & Handloom,0.7114,1
MSE03168,SNP007,Gujarat,Home & Kitchen,0.8719,1
MSE03170,SNP008,Assam,Services,0.6959,1
MSE03174,SNP007,West Bengal,Beauty & Personal Care,0.6882,1
MSE03177,SNP007,Tamil Nadu,Fashion,0.6729,1
MSE03179,SNP007,Uttar Pradesh,Fashion,0.8164,1
MSE03185,SNP007,Uttar Pradesh,Home & Kitchen,0.9243,1
MSE03189,SNP004,Bihar,Agriculture,0.8602,1
MSE03191,SNP024,Maharashtra,Food & Beverage,0.9381,1
MSE03192,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7329,1
MSE03195,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.8723,1
MSE03196,SNP006,West Bengal,Handicrafts & Handloom,0.8215,1
MSE03198,SNP024,Punjab,Food & Beverage,0.8242,1
MSE03199,SNP007,Gujarat,Home & Kitchen,0.6449,1
MSE03204,SNP024,Bihar,Food & Beverage,0.7456,1
MSE03205,SNP023,Karnataka,Services,0.8424,1
MSE03206,SNP024,Himachal Pradesh,Food & Beverage,0.7498,1
MSE03207,SNP007,Karnataka,Fashion,0.9298,1
MSE03211,SNP024,Uttar Pradesh,Food & Beverage,0.7105,1
MSE03212,SNP008,Chhattisgarh,Services,0.9113,1
MSE03215,SNP006,Tamil Nadu,Handicrafts & Handloom,0.8191,1
MSE03216,SNP004,Chhattisgarh,Agriculture,0.88,1
MSE03218,SNP017,Tamil Nadu,Food & Beverage,0.8875,1
MSE03220,SNP007,Andhra Pradesh,Home & Kitchen,0.8714,1
MSE03222,SNP024,Madhya Pradesh,Food & Beverage,0.7562,1
MSE03225,SNP007,Uttar Pradesh,Fashion,0.9325,1
MSE03228,SNP024,Gujarat,Food & Beverage,0.8823,1
MSE03229,SNP017,Karnataka,Food & Beverage,0.9067,1
MSE03231,SNP007,Uttar Pradesh,Home & Kitchen,0.8609,1
MSE03232,SNP007,Maharashtra,Fashion,0.6562,1
MSE03236,SNP002,Tamil Nadu,Electronics,0.6539,1
MSE03237,SNP008,Madhya Pradesh,Services,0.6284,1
MSE03239,SNP006,Jharkhand,Handicrafts & Handloom,0.7372,1
MSE03242,SNP012,Haryana,Agriculture,0.8474,1
MSE03248,SNP017,Karnataka,Food & Beverage,0.7342,1
MSE03249,SNP007,Tamil Nadu,Fashion,0.6384,1
MSE03252,SNP008,Uttarakhand,Services,0.8913,1
MSE03255,SNP024,Punjab,Food & Beverage,0.9068,1
MSE03256,SNP007,Gujarat,Fashion,0.8503,1
MSE03258,SNP002,Bihar,Electronics,0.7422,1
MSE03259,SNP004,Odisha,Agriculture,0.9186,1
MSE03261,SNP024,Uttar Pradesh,Food & Beverage,0.929,1
MSE03263,SNP024,Haryana,Food & Beverage,0.7897,1
MSE03268,SNP007,Tamil Nadu,Home & Kitchen,0.6864,1
MSE03270,SNP007,Haryana,Fashion,0.7951,1
MSE03271,SNP008,Kerala,Services,0.7556,1
MSE03272,SNP007,Punjab,Fashion,0.8845,1
MSE03273,SNP017,Kerala,Food & Beverage,0.9315,1
MSE03275,SNP007,Uttar Pradesh,Home & Kitchen,0.8343,1
MSE03278,SNP011,Rajasthan,Agriculture,0.7016,1
MSE03281,SNP007,Odisha,Fashion,0.7069,1
MSE03284,SNP007,West Bengal,Beauty & Personal Care,0.758,1
MSE03285,SNP007,Karnataka,Home & Kitchen,0.7599,1
MSE03290,SNP007,Telangana,Home & Kitchen,0.9219,1
MSE03292,SNP002,Gujarat,Electronics,0.9071,1
MSE03293,SNP007,Mizoram,Home & Kitchen,0.7634,1
MSE03295,SNP007,Gujarat,Home & Kitchen,0.709,1
MSE03297,SNP006,Kerala,Handicrafts & Handloom,0.8749,1
MSE03299,SNP007,Maharashtra,Beauty & Personal Care,0.809,1
MSE03303,SNP024,Punjab,Food & Beverage,0.6441,1
MSE03304,SNP007,Chhattisgarh,Fashion,0.7075,1
MSE03305,SNP007,Maharashtra,Fashion,0.7407,1
MSE03306,SNP008,Chhattisgarh,Services,0.64,1
MSE03307,SNP023,Karnataka,Services,0.7661,1
MSE03312,SNP008,Maharashtra,Services,0.7442,1
MSE03315,SNP024,Maharashtra,Food & Beverage,0.916,1
MSE03316,SNP007,Bihar,Home & Kitchen,0.7516,1
MSE03317,SNP008,Assam,Services,0.9157,1
MSE03319,SNP006,Tamil Nadu,Handicrafts & Handloom,0.7211,1
MSE03322,SNP004,Bihar,Agriculture,0.6556,1
MSE03325,SNP020,Gujarat,Services,0.8521,1
MSE03331,SNP007,Odisha,Fashion,0.8865,1
MSE03332,SNP007,Sikkim,Beauty & Personal Care,0.657,1
MSE03333,SNP008,West Bengal,Services,0.7498,1
MSE03334,SNP023,Karnataka,Services,0.8775,1
MSE03336,SNP017,Karnataka,Food & Beverage,0.7589,1
MSE03350,SNP020,Gujarat,Services,0.9302,1
MSE03351,SNP024,Rajasthan,Food & Beverage,0.6743,1
MSE03352,SNP024,Gujarat,Food & Beverage,0.9022,1
MSE03356,SNP007,Jharkhand,Home & Kitchen,0.7168,1
MSE03357,SNP024,Haryana,Food & Beverage,0.6669,1
MSE03359,SNP008,Andhra Pradesh,Services,0.6888,1
MSE03362,SNP020,Gujarat,Services,0.8414,1
MSE03366,SNP004,Tamil Nadu,Agriculture,0.7157,1
MSE03368,SNP024,Madhya Pradesh,Food & Beverage,0.7075,1
MSE03370,SNP024,West Bengal,Food & Beverage,0.9314,1
MSE03382,SNP008,Nagaland,Services,0.6656,1
MSE03388,SNP017,Tamil Nadu,Food & Beverage,0.7389,1
MSE03389,SNP024,Himachal Pradesh,Food & Beverage,0.6594,1
MSE03391,SNP007,Telangana,Beauty & Personal Care,0.6869,1
MSE03398,SNP007,Uttar Pradesh,Fashion,0.8626,1
MSE03399,SNP004,Lakshadweep,Agriculture,0.7383,1
MSE03404,SNP024,Uttar Pradesh,Food & Beverage,0.8088,1
MSE03405,SNP024,Puducherry,Food & Beverage,0.9154,1
MSE03407,SNP006,Lakshadweep,Handicrafts & Handloom,0.9061,1
MSE03409,SNP007,Gujarat,Beauty & Personal Care,0.6583,1
MSE03410,SNP007,Telangana,Home & Kitchen,0.7164,1
MSE03413,SNP025,Karnataka,Electronics,0.9328,1
MSE03416,SNP007,Uttar Pradesh,Fashion,0.9361,1
MSE03418,SNP004,Odisha,Agriculture,0.7596,1
MSE03424,SNP002,Kerala,Electronics,0.8341,1
MSE03425,SNP007,Tamil Nadu,Beauty & Personal Care,0.856,1
MSE03427,SNP007,Telangana,Beauty & Personal Care,0.6776,1
MSE03428,SNP007,Uttar Pradesh,Fashion,0.8879,1
MSE03430,SNP008,Tamil Nadu,Services,0.8728,1
MSE03432,SNP025,Uttar Pradesh,Electronics,0.7017,1
MSE03436,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7989,1
MSE03442,SNP024,Uttar Pradesh,Food & Beverage,0.7227,1
MSE03444,SNP024,Jammu & Kashmir,Food & Beverage,0.6904,1
MSE03445,SNP006,Jharkhand,Handicrafts & Handloom,0.7602,1
MSE03449,SNP017,Karnataka,Food & Beverage,0.8378,1
MSE03452,SNP024,Madhya Pradesh,Food & Beverage,0.6679,1
MSE03462,SNP017,Kerala,Food & Beverage,0.9304,1
MSE03463,SNP024,Gujarat,Food & Beverage,0.6429,1
MSE03464,SNP024,Uttar Pradesh,Food & Beverage,0.8029,1
MSE03465,SNP004,Telangana,Food & Beverage,0.6706,1
MSE03466,SNP020,Rajasthan,Services,0.7056,1
MSE03467,SNP024,Jharkhand,Food & Beverage,0.884,1
MSE03468,SNP007,Maharashtra,Home & Kitchen,0.6617,1
MSE03476,SNP024,Rajasthan,Food & Beverage,0.8271,1
MSE03477,SNP007,Andhra Pradesh,Home & Kitchen,0.9327,1
MSE03481,SNP007,Punjab,Home & Kitchen,0.7101,1
MSE03482,SNP007,Bihar,Fashion,0.6913,1
MSE03488,SNP006,Kerala,Handicrafts & Handloom,0.7594,1
MSE03491,SNP024,Uttar Pradesh,Food & Beverage,0.8238,1
MSE03492,SNP007,Maharashtra,Beauty & Personal Care,0.7086,1
MSE03493,SNP007,Uttar Pradesh,Home & Kitchen,0.8038,1
MSE03499,SNP025,Uttar Pradesh,Electronics,0.9245,1
MSE03504,SNP024,Haryana,Food & Beverage,0.7247,1
MSE03505,SNP007,Madhya Pradesh,Home & Kitchen,0.6674,1
MSE03506,SNP007,Chhattisgarh,Beauty & Personal Care,0.8156,1
MSE03507,SNP006,Haryana,Handicrafts & Handloom,0.631,1
MSE03509,SNP020,Gujarat,Agriculture,0.7178,1
MSE03510,SNP024,Maharashtra,Food & Beverage,0.8742,1
MSE03512,SNP007,Delhi,Home & Kitchen,0.8118,1
MSE03516,SNP006,Karnataka,Handicrafts & Handloom,0.7455,1
MSE03517,SNP024,West Bengal,Food & Beverage,0.9364,1
MSE03518,SNP007,Andhra Pradesh,Fashion,0.7169,1
MSE03522,SNP024,Uttar Pradesh,Food & Beverage,0.7376,1
MSE03523,SNP007,Gujarat,Home & Kitchen,0.7183,1
MSE03524,SNP008,Kerala,Services,0.8851,1
MSE03525,SNP025,Karnataka,Electronics,0.7457,1
MSE03527,SNP006,West Bengal,Handicrafts & Handloom,0.7099,1
MSE03531,SNP002,Jharkhand,Electronics,0.785,1
MSE03533,SNP007,Uttar Pradesh,Fashion,0.8968,1
MSE03543,SNP024,Sikkim,Food & Beverage,0.8474,1
MSE03548,SNP006,Telangana,Handicrafts & Handloom,0.6533,1
MSE03549,SNP006,Rajasthan,Handicrafts & Handloom,0.9199,1
MSE03554,SNP004,Andhra Pradesh,Agriculture,0.8948,1
MSE03557,SNP007,Uttar Pradesh,Home & Kitchen,0.8315,1
MSE03560,SNP007,Jharkhand,Home & Kitchen,0.85,1
MSE03561,SNP007,West Bengal,Fashion,0.7776,1
MSE03562,SNP007,Kerala,Fashion,0.7738,1
MSE03563,SNP008,West Bengal,Services,0.6304,1
MSE03564,SNP025,Delhi,Electronics,0.7846,1
MSE03566,SNP024,Madhya Pradesh,Food & Beverage,0.8467,1
MSE03567,SNP007,Tripura,Home & Kitchen,0.9146,1
MSE03569,SNP008,Andhra Pradesh,Services,0.6338,1
MSE03570,SNP024,West Bengal,Food & Beverage,0.7121,1
MSE03571,SNP024,Rajasthan,Food & Beverage,0.6372,1
MSE03572,SNP024,Maharashtra,Food & Beverage,0.9146,1
MSE03573,SNP024,Assam,Food & Beverage,0.698,1
MSE03574,SNP004,Bihar,Agriculture,0.8098,1
MSE03576,SNP023,Karnataka,Services,0.8098,1
MSE03578,SNP008,Maharashtra,Services,0.781,1
MSE03587,SNP007,Punjab,Fashion,0.7917,1
MSE03588,SNP017,Karnataka,Food & Beverage,0.7881,1
MSE03589,SNP007,Tamil Nadu,Home & Kitchen,0.775,1
MSE03591,SNP006,Rajasthan,Handicrafts & Handloom,0.6345,1
MSE03592,SNP008,Maharashtra,Services,0.8453,1
MSE03593,SNP007,Uttar Pradesh,Beauty & Personal Care,0.9234,1
MSE03598,SNP006,Maharashtra,Handicrafts & Handloom,0.7979,1
MSE03600,SNP007,Goa,Home & Kitchen,0.6807,1
MSE03601,SNP004,Uttarakhand,Agriculture,0.7166,1
MSE03602,SNP007,Gujarat,Fashion,0.9003,1
MSE03604,SNP011,Rajasthan,Agriculture,0.9089,1
MSE03605,SNP024,Maharashtra,Food & Beverage,0.9342,1
MSE03606,SNP007,Madhya Pradesh,Home & Kitchen,0.9292,1
MSE03607,SNP008,Delhi,Services,0.8173,1
MSE03608,SNP024,Bihar,Food & Beverage,0.9333,1
MSE03610,SNP024,Delhi,Food & Beverage,0.9042,1
MSE03612,SNP024,Rajasthan,Food & Beverage,0.7991,1
MSE03613,SNP007,Uttar Pradesh,Home & Kitchen,0.7009,1
MSE03614,SNP008,Madhya Pradesh,Services,0.658,1
MSE03618,SNP007,Bihar,Fashion,0.6756,1
MSE03625,SNP020,Maharashtra,Agriculture,0.6376,1
MSE03626,SNP024,Madhya Pradesh,Food & Beverage,0.9231,1
MSE03627,SNP024,Uttar Pradesh,Food & Beverage,0.7344,1
MSE03629,SNP024,Punjab,Food & Beverage,0.6498,1
MSE03630,SNP024,Uttar Pradesh,Food & Beverage,0.6928,1
MSE03631,SNP007,Gujarat,Fashion,0.9099,1
MSE03633,SNP008,Uttar Pradesh,Services,0.737,1
MSE03635,SNP007,Uttar Pradesh,Fashion,0.7603,1
MSE03636,SNP004,Odisha,Agriculture,0.8992,1
MSE03638,SNP006,Assam,Handicrafts & Handloom,0.8894,1
MSE03639,SNP006,Rajasthan,Handicrafts & Handloom,0.9353,1
MSE03641,SNP024,Uttar Pradesh,Food & Beverage,0.889,1
MSE03642,SNP007,Gujarat,Fashion,0.7092,1
MSE03644,SNP004,Andhra Pradesh,Agriculture,0.9322,1
MSE03648,SNP020,Gujarat,Agriculture,0.8805,1
MSE03652,SNP007,Chhattisgarh,Home & Kitchen,0.7408,1
MSE03653,SNP007,Maharashtra,Fashion,0.8795,1
MSE03655,SNP024,Delhi,Food & Beverage,0.7227,1
MSE03658,SNP007,Uttar Pradesh,Home & Kitchen,0.9036,1
MSE03661,SNP007,Bihar,Fashion,0.8294,1
MSE03667,SNP004,Nagaland,Agriculture,0.725,1
MSE03668,SNP007,West Bengal,Home & Kitchen,0.8949,1
MSE03672,SNP007,Haryana,Home & Kitchen,0.6772,1
MSE03681,SNP008,Tamil Nadu,Services,0.6263,1
MSE03682,SNP004,Goa,Agriculture,0.8815,1
MSE03684,SNP007,Jharkhand,Home & Kitchen,0.7138,1
MSE03685,SNP008,Bihar,Services,0.8368,1
MSE03690,SNP024,Rajasthan,Food & Beverage,0.6823,1
MSE03695,SNP007,Gujarat,Home & Kitchen,0.624,1
MSE03702,SNP007,Manipur,Home & Kitchen,0.6338,1
MSE03704,SNP024,Chhattisgarh,Food & Beverage,0.7775,1
MSE03706,SNP007,Madhya Pradesh,Home & Kitchen,0.8935,1
MSE03713,SNP007,West Bengal,Home & Kitchen,0.7182,1
MSE03714,SNP024,Assam,Food & Beverage,0.7109,1
MSE03715,SNP006,Kerala,Handicrafts & Handloom,0.8344,1
MSE03716,SNP024,West Bengal,Food & Beverage,0.6594,1
MSE03720,SNP004,Tamil Nadu,Agriculture,0.8427,1
MSE03723,SNP024,Jharkhand,Food & Beverage,0.7564,1
MSE03725,SNP024,Madhya Pradesh,Food & Beverage,0.6352,1
MSE03729,SNP006,West Bengal,Handicrafts & Handloom,0.9369,1
MSE03731,SNP007,Gujarat,Beauty & Personal Care,0.8115,1
MSE03733,SNP007,Andhra Pradesh,Home & Kitchen,0.855,1
MSE03734,SNP008,Andhra Pradesh,Services,0.7778,1
MSE03736,SNP024,Bihar,Food & Beverage,0.8147,1
MSE03737,SNP002,Bihar,Electronics,0.8728,1
MSE03738,SNP007,Manipur,Beauty & Personal Care,0.8264,1
MSE03739,SNP004,West Bengal,Agriculture,0.879,1
MSE03740,SNP007,Maharashtra,Home & Kitchen,0.718,1
MSE03742,SNP024,Rajasthan,Food & Beverage,0.7485,1
MSE03743,SNP004,Uttarakhand,Agriculture,0.7176,1
MSE03745,SNP006,Rajasthan,Handicrafts & Handloom,0.7837,1
MSE03746,SNP007,Maharashtra,Home & Kitchen,0.7017,1
MSE03749,SNP020,Gujarat,Agriculture,0.8375,1
MSE03750,SNP007,Ladakh,Fashion,0.6647,1
MSE03752,SNP017,Tamil Nadu,Food & Beverage,0.7936,1
MSE03755,SNP008,Uttar Pradesh,Services,0.8268,1
MSE03756,SNP004,Karnataka,Agriculture,0.8356,1
MSE03757,SNP007,Madhya Pradesh,Fashion,0.8144,1
MSE03760,SNP007,Delhi,Home & Kitchen,0.6525,1
MSE03762,SNP007,Madhya Pradesh,Fashion,0.6865,1
MSE03764,SNP007,Assam,Fashion,0.8942,1
MSE03765,SNP007,West Bengal,Fashion,0.6217,1
MSE03768,SNP024,Gujarat,Food & Beverage,0.9043,1
MSE03769,SNP007,Andhra Pradesh,Home & Kitchen,0.6761,1
MSE03775,SNP007,Lakshadweep,Fashion,0.6759,1
MSE03778,SNP007,Jharkhand,Fashion,0.6287,1
MSE03780,SNP007,Maharashtra,Home & Kitchen,0.8838,1
MSE03781,SNP007,Telangana,Home & Kitchen,0.8041,1
MSE03783,SNP007,Delhi,Home & Kitchen,0.6951,1
MSE03784,SNP007,Uttar Pradesh,Home & Kitchen,0.9352,1
MSE03785,SNP006,West Bengal,Handicrafts & Handloom,0.9191,1
MSE03788,SNP007,Tamil Nadu,Home & Kitchen,0.7101,1
MSE03792,SNP024,Arunachal Pradesh,Food & Beverage,0.897,1
MSE03793,SNP007,Karnataka,Home & Kitchen,0.7787,1
MSE03797,SNP007,West Bengal,Home & Kitchen,0.77,1
MSE03800,SNP007,Madhya Pradesh,Beauty & Personal Care,0.7566,1
MSE03805,SNP007,Uttar Pradesh,Fashion,0.9144,1
MSE03806,SNP024,Maharashtra,Food & Beverage,0.6927,1
MSE03807,SNP023,Karnataka,Services,0.8554,1
MSE03809,SNP012,Uttar Pradesh,Agriculture,0.6563,1
MSE03813,SNP024,Uttar Pradesh,Food & Beverage,0.6477,1
MSE03814,SNP024,West Bengal,Food & Beverage,0.6977,1
MSE03815,SNP024,Madhya Pradesh,Food & Beverage,0.9237,1
MSE03816,SNP020,Gujarat,Agriculture,0.7033,1
MSE03817,SNP012,Uttar Pradesh,Agriculture,0.6842,1
MSE03818,SNP024,West Bengal,Food & Beverage,0.7769,1
MSE03823,SNP024,Rajasthan,Food & Beverage,0.8832,1
MSE03827,SNP024,Odisha,Food & Beverage,0.6267,1
MSE03831,SNP007,Assam,Home & Kitchen,0.7479,1
MSE03833,SNP007,West Bengal,Fashion,0.9394,1
MSE03834,SNP007,Kerala,Home & Kitchen,0.7687,1
MSE03835,SNP017,Karnataka,Food & Beverage,0.8627,1
MSE03837,SNP008,Jammu & Kashmir,Services,0.8286,1
