product_id,mse_id,state,district,category_l1,category_l2,product_name,description,price,quantity,is_handmade
PROD01700,MSE03647,Rajasthan,Bikaner,Food & Beverage,Packaged Foods,Papad,Papad by Bikaner Enterprise 3647 in Bikaner.,216.32,200 gram,1
PROD01701,MSE01055,West Bengal,Asansol,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Asansol Enterprise 1055 in Asansol.,739.38,1 kg,0
PROD01702,MSE02698,Tamil Nadu,Coimbatore,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Coimbatore Enterprise 2698 in Coimbatore.,1040.15,500 gram,0
PROD01703,MSE01856,Rajasthan,Jodhpur,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Jodhpur Enterprise 1856 in Jodhpur.,114.54,200 gram,1
PROD01704,MSE03786,Tamil Nadu,Salem,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Salem Enterprise 3786 in Salem.,119.69,1 piece,1
PROD01705,MSE02898,Tamil Nadu,Madurai,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Madurai Enterprise 2898 in Madurai.,86.51,500 gram,1
PROD01706,MSE02896,Haryana,Gurugram,Services,Digital Services,Digital Marketing,Digital Marketing by Gurugram Enterprise 2896 in Gurugram.,3778.36,1 piece,0
PROD01707,MSE02475,Madhya Pradesh,Gwalior,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Gwalior Enterprise 2475 in Gwalior.,996.69,500 gram,1
PROD01708,MSE01027,West Bengal,Durgapur,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Durgapur Enterprise 1027 in Durgapur.,98.96,2 piece,1
PROD01709,MSE01167,Karnataka,Mysuru,Beauty & Personal Care,Skincare,Herbal Face Pack,Herbal Face Pack by Mysuru Enterprise 1167 in Mysuru.,1690.23,500 gram,0
PROD01710,MSE03541,Gujarat,Rajkot,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Rajkot Enterprise 3541 in Rajkot.,573.22,1 kg,1
PROD01711,MSE04011,Gujarat,Ahmedabad,Services,Digital Services,Digital Marketing,Digital Marketing by Ahmedabad Enterprise 4011 in Ahmedabad.,4454.1,500 gram,0
PROD01712,MSE03794,Madhya Pradesh,Jabalpur,Electronics,Mobile & Accessories,Earphones,Earphones by Jabalpur Enterprise 3794 in Jabalpur.,1494.08,200 gram,0
PROD01713,MSE02732,West Bengal,Durgapur,Food & Beverage,Packaged Foods,Papad,Papad by Durgapur Enterprise 2732 in Durgapur.,101.64,200 gram,1
PROD01714,MSE02683,Kerala,Thrissur,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Thrissur Enterprise 2683 in Thrissur.,865.42,1 kg,1
PROD01715,MSE01739,Uttar Pradesh,Varanasi,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Varanasi Enterprise 1739 in Varanasi.,911.53,500 gram,0
PROD01716,MSE01712,Kerala,Kottayam,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Kottayam Enterprise 1712 in Kottayam.,356.64,200 gram,0
PROD01717,MSE03039,West Bengal,Durgapur,Beauty & Personal Care,Skincare,Essential Oil,Essential Oil by Durgapur Enterprise 3039 in Durgapur.,279.65,250 ml,0
PROD01718,MSE04510,West Bengal,Durgapur,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Durgapur Enterprise 4510 in Durgapur.,1104.11,500 gram,1
PROD01719,MSE00896,Tamil Nadu,Chennai,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Chennai Enterprise 896 in Chennai.,2766.87,200 gram,0
PROD01720,MSE00614,Uttar Pradesh,Varanasi,Electronics,Mobile & Accessories,Earphones,Earphones by Varanasi Enterprise 614 in Varanasi.,2127.69,500 gram,0
PROD01721,MSE02704,Haryana,Faridabad,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Faridabad Enterprise 2704 in Faridabad.,339.97,1 kg,0
PROD01722,MSE03602,Gujarat,Ahmedabad,Services,Digital Services,IT Support,IT Support by Ahmedabad Enterprise 3602 in Ahmedabad.,2458.94,250 ml,0
PROD01723,MSE02662,Haryana,Panipat,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Panipat Enterprise 2662 in Panipat.,193.75,1 piece,1
PROD01724,MSE02823,Tamil Nadu,Chennai,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Chennai Enterprise 2823 in Chennai.,304.13,1 kg,1
PROD01725,MSE02559,Haryana,Gurugram,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Gurugram Enterprise 2559 in Gurugram.,949.92,1 kg,0
PROD01726,MSE02795,Tamil Nadu,Chennai,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Chennai Enterprise 2795 in Chennai.,197.65,250 ml,1
PROD01727,MSE02742,Haryana,Ambala,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Ambala Enterprise 2742 in Ambala.,1019.63,200 gram,0
PROD01728,MSE00979,Karnataka,Hubballi,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Hubballi Enterprise 979 in Hubballi.,409.97,1 kg,1
PROD01729,MSE04969,Maharashtra,Nashik,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Nashik Enterprise 4969 in Nashik.,197.09,250 ml,1
PROD01730,MSE04434,West Bengal,Howrah,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Howrah Enterprise 4434 in Howrah.,220.07,2 piece,1
PROD01731,MSE00910,Madhya Pradesh,Ujjain,Services,Digital Services,Catalog Design,Catalog Design by Ujjain Enterprise 910 in Ujjain.,5563.74,2 piece,0
PROD01732,MSE01734,Rajasthan,Udaipur,Beauty & Personal Care,Skincare,Ayurvedic Balm,Ayurvedic Balm by Udaipur Enterprise 1734 in Udaipur.,1375.0,200 gram,0
PROD01733,MSE00791,West Bengal,Howrah,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Howrah Enterprise 791 in Howrah.,325.03,250 ml,1
PROD01734,MSE03152,Madhya Pradesh,Gwalior,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Gwalior Enterprise 3152 in Gwalior.,1028.38,1 kg,0
PROD01735,MSE03163,Kerala,Kozhikode,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Kozhikode Enterprise 3163 in Kozhikode.,1913.18,200 gram,0
PROD01736,MSE01595,Maharashtra,Mumbai,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Mumbai Enterprise 1595 in Mumbai.,141.06,200 gram,1
PROD01737,MSE04638,Kerala,Kottayam,Services,Digital Services,Digital Marketing,Digital Marketing by Kottayam Enterprise 4638 in Kottayam.,5453.88,2 piece,0
PROD01738,MSE00335,Gujarat,Surat,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Surat Enterprise 335 in Surat.,2939.95,1 piece,0
PROD01739,MSE03689,Maharashtra,Aurangabad,Food & Beverage,Packaged Foods,Papad,Papad by Aurangabad Enterprise 3689 in Aurangabad.,232.58,200 gram,1
PROD01740,MSE03951,Rajasthan,Jaipur,Food & Beverage,Packaged Foods,Papad,Papad by Jaipur Enterprise 3951 in Jaipur.,327.81,500 gram,1
PROD01741,MSE00893,Karnataka,Mysuru,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Mysuru Enterprise 893 in Mysuru.,2866.82,200 gram,0
PROD01742,MSE03089,Karnataka,Bengaluru Urban,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Bengaluru Urban Enterprise 3089 in Bengaluru Urban.,287.82,200 gram,0
PROD01743,MSE00142,Maharashtra,Mumbai,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Mumbai Enterprise 142 in Mumbai.,1762.87,1 piece,0
PROD01744,MSE01127,Karnataka,Mysuru,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Mysuru Enterprise 1127 in Mysuru.,332.13,2 piece,1
PROD01745,MSE03004,Tamil Nadu,Tiruppur,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Tiruppur Enterprise 3004 in Tiruppur.,210.54,2 piece,1
PROD01746,MSE03107,Gujarat,Surat,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Surat Enterprise 3107 in Surat.,3267.23,1 piece,0
PROD01747,MSE00038,Madhya Pradesh,Ujjain,Agriculture,Seeds,Compost,Compost by Ujjain Enterprise 38 in Ujjain.,669.88,1 piece,0
PROD01748,MSE04902,Kerala,Kozhikode,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Kozhikode Enterprise 4902 in Kozhikode.,297.56,500 gram,1
PROD01749,MSE00035,Tamil Nadu,Madurai,Electronics,Mobile & Accessories,LED Bulb,LED Bulb by Madurai Enterprise 35 in Madurai.,6418.09,1 kg,0
PROD01750,MSE02766,Maharashtra,Nashik,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Nashik Enterprise 2766 in Nashik.,385.67,500 gram,1
PROD01751,MSE03403,Madhya Pradesh,Indore,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Indore Enterprise 3403 in Indore.,451.73,500 gram,1
PROD01752,MSE01765,Rajasthan,Bikaner,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Bikaner Enterprise 1765 in Bikaner.,236.21,250 ml,1
PROD01753,MSE03869,Maharashtra,Mumbai,Fashion,Women's Apparel,Silk Stole,Silk Stole by Mumbai Enterprise 3869 in Mumbai.,2007.8,500 gram,1
PROD01754,MSE00613,Maharashtra,Aurangabad,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Aurangabad Enterprise 613 in Aurangabad.,2818.61,1 piece,1
PROD01755,MSE00181,West Bengal,Kolkata,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Kolkata Enterprise 181 in Kolkata.,3941.86,2 piece,1
PROD01756,MSE02006,Kerala,Thiruvananthapuram,Beauty & Personal Care,Skincare,Natural Soap,Natural Soap by Thiruvananthapuram Enterprise 2006 in Thiruvananthapuram.,194.19,1 kg,0
PROD01757,MSE03028,Gujarat,Rajkot,Beauty & Personal Care,Skincare,Essential Oil,Essential Oil by Rajkot Enterprise 3028 in Rajkot.,1196.52,200 gram,0
PROD01758,MSE01859,Gujarat,Rajkot,Services,Digital Services,Web Development,Web Development by Rajkot Enterprise 1859 in Rajkot.,2369.64,250 ml,0
PROD01759,MSE03803,Rajasthan,Bikaner,Services,Digital Services,IT Support,IT Support by Bikaner Enterprise 3803 in Bikaner.,2864.37,500 gram,0
PROD01760,MSE01827,Tamil Nadu,Salem,Services,Digital Services,Web Development,Web Development by Salem Enterprise 1827 in Salem.,5547.88,200 gram,0
PROD01761,MSE00468,Tamil Nadu,Tiruppur,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Tiruppur Enterprise 468 in Tiruppur.,1121.49,1 piece,0
PROD01762,MSE01400,Tamil Nadu,Chennai,Services,Digital Services,Digital Marketing,Digital Marketing by Chennai Enterprise 1400 in Chennai.,1512.38,2 piece,0
PROD01763,MSE00737,Tamil Nadu,Salem,Services,Digital Services,Catalog Design,Catalog Design by Salem Enterprise 737 in Salem.,2480.8,250 ml,0
PROD01764,MSE02905,Kerala,Kozhikode,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Kozhikode Enterprise 2905 in Kozhikode.,701.58,1 kg,0
PROD01765,MSE00195,Gujarat,Bhavnagar,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Bhavnagar Enterprise 195 in Bhavnagar.,171.07,1 piece,1
PROD01766,MSE01684,Maharashtra,Nagpur,Services,Digital Services,Catalog Design,Catalog Design by Nagpur Enterprise 1684 in Nagpur.,1829.43,1 piece,0
PROD01767,MSE00316,Kerala,Thiruvananthapuram,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Thiruvananthapuram Enterprise 316 in Thiruvananthapuram.,171.46,500 gram,0
PROD01768,MSE02195,Kerala,Thrissur,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Thrissur Enterprise 2195 in Thrissur.,1162.79,2 piece,0
PROD01769,MSE04126,Haryana,Panipat,Beauty & Personal Care,Skincare,Ayurvedic Balm,Ayurvedic Balm by Panipat Enterprise 4126 in Panipat.,918.06,1 piece,0
PROD01770,MSE01572,West Bengal,Asansol,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Asansol Enterprise 1572 in Asansol.,2108.19,200 gram,1
PROD01771,MSE01832,Tamil Nadu,Coimbatore,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Coimbatore Enterprise 1832 in Coimbatore.,1037.15,1 piece,0
PROD01772,MSE03433,Rajasthan,Kota,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Kota Enterprise 3433 in Kota.,2812.27,250 ml,0
PROD01773,MSE04628,Madhya Pradesh,Ujjain,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Ujjain Enterprise 4628 in Ujjain.,1179.14,200 gram,0
PROD01774,MSE00336,Madhya Pradesh,Indore,Electronics,Mobile & Accessories,Mobile Charger,Mobile Charger by Indore Enterprise 336 in Indore.,4167.08,250 ml,0
PROD01775,MSE01944,Rajasthan,Jaipur,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Jaipur Enterprise 1944 in Jaipur.,2357.54,2 piece,1
PROD01776,MSE03049,Gujarat,Ahmedabad,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Ahmedabad Enterprise 3049 in Ahmedabad.,1444.93,1 piece,0
PROD01777,MSE04265,Madhya Pradesh,Ujjain,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Ujjain Enterprise 4265 in Ujjain.,683.47,1 kg,0
PROD01778,MSE04491,Tamil Nadu,Salem,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Salem Enterprise 4491 in Salem.,127.86,200 gram,1
PROD01779,MSE02586,Tamil Nadu,Tiruppur,Beauty & Personal Care,Skincare,Natural Soap,Natural Soap by Tiruppur Enterprise 2586 in Tiruppur.,1197.52,2 piece,0
PROD01780,MSE04901,Madhya Pradesh,Ujjain,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Ujjain Enterprise 4901 in Ujjain.,1562.24,1 kg,1
PROD01781,MSE04160,Tamil Nadu,Madurai,Food & Beverage,Packaged Foods,Papad,Papad by Madurai Enterprise 4160 in Madurai.,380.05,250 ml,1
PROD01782,MSE00717,Karnataka,Hubballi,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Hubballi Enterprise 717 in Hubballi.,1362.69,2 piece,1
PROD01783,MSE04170,Madhya Pradesh,Jabalpur,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Jabalpur Enterprise 4170 in Jabalpur.,1009.03,500 gram,0
PROD01784,MSE01208,Karnataka,Belagavi,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Belagavi Enterprise 1208 in Belagavi.,181.56,2 piece,0
PROD01785,MSE01751,Rajasthan,Udaipur,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Udaipur Enterprise 1751 in Udaipur.,218.08,500 gram,1
PROD01786,MSE01512,Kerala,Thiruvananthapuram,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Thiruvananthapuram Enterprise 1512 in Thiruvananthapuram.,447.45,1 piece,1
PROD01787,MSE00777,Maharashtra,Nagpur,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Nagpur Enterprise 777 in Nagpur.,2839.19,1 piece,0
PROD01788,MSE03499,Haryana,Hisar,Food & Beverage,Packaged Foods,Papad,Papad by Hisar Enterprise 3499 in Hisar.,175.32,200 gram,1
PROD01789,MSE03212,Madhya Pradesh,Indore,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Indore Enterprise 3212 in Indore.,1128.76,250 ml,1
PROD01790,MSE00641,Madhya Pradesh,Ujjain,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Ujjain Enterprise 641 in Ujjain.,186.23,200 gram,1
PROD01791,MSE02349,Maharashtra,Aurangabad,Fashion,Women's Apparel,Silk Stole,Silk Stole by Aurangabad Enterprise 2349 in Aurangabad.,1901.74,200 gram,1
PROD01792,MSE01753,Karnataka,Mangaluru,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Mangaluru Enterprise 1753 in Mangaluru.,3632.1,1 piece,1
PROD01793,MSE04747,Tamil Nadu,Salem,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Salem Enterprise 4747 in Salem.,323.1,2 piece,1
PROD01794,MSE00503,Maharashtra,Nashik,Food & Beverage,Packaged Foods,Papad,Papad by Nashik Enterprise 503 in Nashik.,149.76,1 piece,1
PROD01795,MSE04097,Madhya Pradesh,Jabalpur,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Jabalpur Enterprise 4097 in Jabalpur.,3050.34,1 piece,0
PROD01796,MSE03714,West Bengal,Kolkata,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Kolkata Enterprise 3714 in Kolkata.,210.75,200 gram,1
PROD01797,MSE03972,Karnataka,Mangaluru,Agriculture,Seeds,Compost,Compost by Mangaluru Enterprise 3972 in Mangaluru.,378.76,1 kg,0
PROD01798,MSE04944,Haryana,Hisar,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Hisar Enterprise 4944 in Hisar.,477.88,500 gram,1
PROD01799,MSE01310,Maharashtra,Nashik,Electronics,Mobile & Accessories,LED Bulb,LED Bulb by Nashik Enterprise 1310 in Nashik.,8885.86,1 piece,0
PROD01800,MSE02547,Rajasthan,Jaipur,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Jaipur Enterprise 2547 in Jaipur.,4293.98,500 gram,1
PROD01801,MSE02952,Gujarat,Vadodara,Services,Digital Services,Digital Marketing,Digital Marketing by Vadodara Enterprise 2952 in Vadodara.,1889.9,1 kg,0
PROD01802,MSE02541,Tamil Nadu,Coimbatore,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Coimbatore Enterprise 2541 in Coimbatore.,142.2,500 gram,1
PROD01803,MSE03206,Tamil Nadu,Madurai,Food & Beverage,Packaged Foods,Papad,Papad by Madurai Enterprise 3206 in Madurai.,255.29,200 gram,1
PROD01804,MSE00885,Kerala,Ernakulam,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Ernakulam Enterprise 885 in Ernakulam.,1120.59,200 gram,0
PROD01805,MSE02670,Gujarat,Surat,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Surat Enterprise 2670 in Surat.,252.39,200 gram,1
PROD01806,MSE00391,Gujarat,Surat,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Surat Enterprise 391 in Surat.,1403.84,1 kg,1
PROD01807,MSE00511,Tamil Nadu,Chennai,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Chennai Enterprise 511 in Chennai.,211.22,250 ml,1
PROD01808,MSE01387,Rajasthan,Udaipur,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Udaipur Enterprise 1387 in Udaipur.,180.0,500 gram,1
PROD01809,MSE01509,Tamil Nadu,Salem,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Salem Enterprise 1509 in Salem.,1683.91,250 ml,0
PROD01810,MSE02841,Karnataka,Hubballi,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Hubballi Enterprise 2841 in Hubballi.,3095.02,200 gram,1
PROD01811,MSE02052,Rajasthan,Udaipur,Services,Digital Services,Digital Marketing,Digital Marketing by Udaipur Enterprise 2052 in Udaipur.,478.97,1 piece,0
PROD01812,MSE04033,Madhya Pradesh,Ujjain,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Ujjain Enterprise 4033 in Ujjain.,1161.22,250 ml,0
PROD01813,MSE04135,Karnataka,Mangaluru,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Mangaluru Enterprise 4135 in Mangaluru.,2621.68,1 kg,1
PROD01814,MSE00733,Uttar Pradesh,Agra,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Agra Enterprise 733 in Agra.,2787.77,2 piece,0
PROD01815,MSE01459,Haryana,Hisar,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Hisar Enterprise 1459 in Hisar.,1393.23,1 kg,1
PROD01816,MSE02367,Karnataka,Bengaluru Urban,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Bengaluru Urban Enterprise 2367 in Bengaluru Urban.,2635.6,1 kg,0
PROD01817,MSE02242,Gujarat,Rajkot,Services,Digital Services,Catalog Design,Catalog Design by Rajkot Enterprise 2242 in Rajkot.,5361.83,250 ml,0
PROD01818,MSE03306,Rajasthan,Jodhpur,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Jodhpur Enterprise 3306 in Jodhpur.,1898.37,500 gram,0
PROD01819,MSE00343,Uttar Pradesh,Lucknow,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Lucknow Enterprise 343 in Lucknow.,1056.7,2 piece,1
PROD01820,MSE00110,Karnataka,Mangaluru,Food & Beverage,Packaged Foods,Papad,Papad by Mangaluru Enterprise 110 in Mangaluru.,185.75,200 gram,1
PROD01821,MSE00863,Kerala,Kottayam,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Kottayam Enterprise 863 in Kottayam.,2814.97,250 ml,1
PROD01822,MSE00506,Karnataka,Hubballi,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Hubballi Enterprise 506 in Hubballi.,2426.15,500 gram,0
PROD01823,MSE01720,Kerala,Thrissur,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Thrissur Enterprise 1720 in Thrissur.,633.73,500 gram,1
PROD01824,MSE01530,Tamil Nadu,Tiruppur,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Tiruppur Enterprise 1530 in Tiruppur.,402.88,1 piece,0
PROD01825,MSE04651,Kerala,Thrissur,Electronics,Mobile & Accessories,Power Adapter,Power Adapter by Thrissur Enterprise 4651 in Thrissur.,1124.23,1 piece,0
PROD01826,MSE02387,Gujarat,Rajkot,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Rajkot Enterprise 2387 in Rajkot.,1927.03,500 gram,0
PROD01827,MSE04756,Gujarat,Vadodara,Food & Beverage,Packaged Foods,Papad,Papad by Vadodara Enterprise 4756 in Vadodara.,334.5,250 ml,1
PROD01828,MSE03571,Madhya Pradesh,Jabalpur,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Jabalpur Enterprise 3571 in Jabalpur.,2108.64,500 gram,1
PROD01829,MSE00351,Rajasthan,Bikaner,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Bikaner Enterprise 351 in Bikaner.,1843.61,1 piece,1
PROD01830,MSE02997,Kerala,Thrissur,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Thrissur Enterprise 2997 in Thrissur.,137.56,1 kg,1
PROD01831,MSE03958,Gujarat,Rajkot,Electronics,Mobile & Accessories,Mobile Charger,Mobile Charger by Rajkot Enterprise 3958 in Rajkot.,3300.95,500 gram,0
PROD01832,MSE02416,Madhya Pradesh,Gwalior,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Gwalior Enterprise 2416 in Gwalior.,2921.01,500 gram,0
PROD01833,MSE03660,West Bengal,Howrah,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Howrah Enterprise 3660 in Howrah.,2926.43,2 piece,1
PROD01834,MSE03067,Maharashtra,Nashik,Fashion,Women's Apparel,Silk Stole,Silk Stole by Nashik Enterprise 3067 in Nashik.,2730.69,250 ml,1
PROD01835,MSE01963,Tamil Nadu,Salem,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Salem Enterprise 1963 in Salem.,2426.76,200 gram,0
PROD01836,MSE04960,West Bengal,Kolkata,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Kolkata Enterprise 4960 in Kolkata.,1293.55,250 ml,1
PROD01837,MSE04495,Tamil Nadu,Salem,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Salem Enterprise 4495 in Salem.,2155.77,200 gram,0
PROD01838,MSE01074,Rajasthan,Kota,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Kota Enterprise 1074 in Kota.,208.91,1 kg,1
PROD01839,MSE00258,Rajasthan,Kota,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Kota Enterprise 258 in Kota.,2129.34,2 piece,0
PROD01840,MSE02524,Gujarat,Vadodara,Electronics,Mobile & Accessories,Mobile Charger,Mobile Charger by Vadodara Enterprise 2524 in Vadodara.,1727.45,1 piece,0
PROD01841,MSE00051,Madhya Pradesh,Ujjain,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Ujjain Enterprise 51 in Ujjain.,2749.34,1 kg,0
PROD01842,MSE04905,Kerala,Kottayam,Services,Digital Services,Catalog Design,Catalog Design by Kottayam Enterprise 4905 in Kottayam.,1678.45,250 ml,0
PROD01843,MSE03102,Kerala,Thrissur,Beauty & Personal Care,Skincare,Essential Oil,Essential Oil by Thrissur Enterprise 3102 in Thrissur.,1378.72,250 ml,0
PROD01844,MSE03315,Haryana,Gurugram,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Gurugram Enterprise 3315 in Gurugram.,360.38,1 piece,1
PROD01845,MSE03867,Karnataka,Bengaluru Urban,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Bengaluru Urban Enterprise 3867 in Bengaluru Urban.,4225.8,1 piece,1
PROD01846,MSE03337,West Bengal,Asansol,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Asansol Enterprise 3337 in Asansol.,797.71,500 gram,1
PROD01847,MSE01444,Uttar Pradesh,Agra,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Agra Enterprise 1444 in Agra.,284.35,200 gram,1
PROD01848,MSE02544,West Bengal,Kolkata,Food & Beverage,Packaged Foods,Papad,Papad by Kolkata Enterprise 2544 in Kolkata.,310.4,1 piece,1
PROD01849,MSE03292,Karnataka,Belagavi,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Belagavi Enterprise 3292 in Belagavi.,2807.65,200 gram,0
PROD01850,MSE04108,Tamil Nadu,Madurai,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Madurai Enterprise 4108 in Madurai.,352.02,250 ml,0
PROD01851,MSE00359,Kerala,Kozhikode,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Kozhikode Enterprise 359 in Kozhikode.,260.94,1 kg,1
PROD01852,MSE01396,Gujarat,Surat,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Surat Enterprise 1396 in Surat.,2742.85,200 gram,1
PROD01853,MSE02128,Karnataka,Mysuru,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Mysuru Enterprise 2128 in Mysuru.,535.23,500 gram,1
PROD01854,MSE04454,Gujarat,Ahmedabad,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Ahmedabad Enterprise 4454 in Ahmedabad.,415.33,500 gram,1
PROD01855,MSE03048,Maharashtra,Nagpur,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Nagpur Enterprise 3048 in Nagpur.,375.03,500 gram,1
