mse_id,udyam_number,enterprise_name,owner_name,owner_gender,is_women_owned,enterprise_type,major_activity,state,district,tier,social_category,nic_2digit,nic_5digit,nic_description,sector,category_l1,language_preference,turnover_lakh,investment_lakh,products_services,registration_month,registered,catalog_created,snp_matched,live,first_order
MSE04206,UDYAM-GJ-01-0004206,Ahmedabad Enterprise 4206,Owner 4206,Female,1,Small,Manufacturing,Gujarat,Ahmedabad,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,923.38,260.82,Decorative Shelf,6,1,1,1,1,0
MSE04207,UDYAM-UP-03-0004207,Varanasi Enterprise 4207,Owner 4207,Male,0,Micro,Services,Uttar Pradesh,Varanasi,3,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,74.89,29.78,Digital Marketing,1,1,1,0,0,0
MSE04208,UDYAM-TN-02-0004208,Coimbatore Enterprise 4208,Owner 4208,Male,0,Micro,Manufacturing,Tamil Nadu,Coimbatore,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,75.14,13.55,Mango Pickle|Masala Mix,3,1,1,1,1,0
MSE04209,UDYAM-TN-01-0004209,Chennai Enterprise 4209,Owner 4209,Female,1,Micro,Manufacturing,Tamil Nadu,Chennai,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,83.51,21.99,Masala Mix|Mango Pickle|Papad,3,1,1,1,1,1
MSE04210,UDYAM-JH-03-0004210,Jamshedpur Enterprise 4210,Owner 4210,Female,1,Micro,Manufacturing,Jharkhand,Jamshedpur,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,39.09,13.54,Kurta Fabric|Handloom Dupatta,4,1,1,1,1,1
MSE04211,UDYAM-UP-03-0004211,Varanasi Enterprise 4211,Owner 4211,Male,0,Small,Manufacturing,Uttar Pradesh,Varanasi,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,749.92,206.89,Brass Lamp|Wooden Craft|Papier-mache Decor,4,1,1,1,0,0
MSE04212,UDYAM-HR-03-0004212,Panipat Enterprise 4212,Owner 4212,Female,1,Micro,Manufacturing,Haryana,Panipat,3,OBC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,50.87,47.94,Essential Oil|Natural Soap,2,1,0,0,0,0
MSE04213,UDYAM-HR-02-0004213,Faridabad Enterprise 4213,Owner 4213,Male,0,Micro,Manufacturing,Haryana,Faridabad,2,OBC,01,01300,Crop and animal production,agriculture,Agriculture,en,83.39,46.74,Compost|Organic Fertilizer|Vegetable Seeds,3,1,0,0,0,0
MSE04214,UDYAM-WB-03-0004214,Siliguri Enterprise 4214,Owner 4214,Other,0,Micro,Manufacturing,West Bengal,Siliguri,3,OBC,26,26101,Manufacture of electronic components,electronics,Electronics,bn,79.75,15.3,LED Bulb|Mobile Charger,6,1,1,0,0,0
MSE04215,UDYAM-MP-03-0004215,Jabalpur Enterprise 4215,Owner 4215,Male,0,Micro,Manufacturing,Madhya Pradesh,Jabalpur,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,83.12,43.2,Papad|Masala Mix,3,1,0,0,0,0
MSE04216,UDYAM-MN-03-0004216,Churachandpur Enterprise 4216,Owner 4216,Male,0,Micro,Manufacturing,Manipur,Churachandpur,3,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,45.11,18.21,Papad|Mango Pickle,3,1,0,0,0,0
MSE04217,UDYAM-AP-02-0004217,Vijayawada Enterprise 4217,Owner 4217,Female,1,Micro,Manufacturing,Andhra Pradesh,Vijayawada,3,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,te,8.17,9.44,Terracotta Pot|Brass Lamp,1,1,1,1,0,0
MSE04218,UDYAM-AS-02-0004218,Dibrugarh Enterprise 4218,Owner 4218,Male,0,Small,Services,Assam,Dibrugarh,3,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,as,352.48,351.41,Digital Marketing|Web Development,1,1,1,1,0,0
MSE04219,UDYAM-RJ-02-0004219,Jodhpur Enterprise 4219,Owner 4219,Male,0,Micro,Manufacturing,Rajasthan,Jodhpur,2,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,73.73,5.21,Organic Fertilizer|Herbal Saplings|Compost,2,1,0,0,0,0
MSE04220,UDYAM-TN-03-0004220,Madurai Enterprise 4220,Owner 4220,Female,1,Micro,Manufacturing,Tamil Nadu,Madurai,2,General,01,01300,Crop and animal production,agriculture,Agriculture,ta,50.66,28.27,Compost|Vegetable Seeds|Organic Fertilizer,3,1,0,0,0,0
MSE04221,UDYAM-TN-02-0004221,Coimbatore Enterprise 4221,Owner 4221,Other,0,Small,Manufacturing,Tamil Nadu,Coimbatore,1,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,621.05,85.37,Wooden Chair|Decorative Shelf,5,1,1,1,1,1
MSE04222,UDYAM-GJ-02-0004222,Surat Enterprise 4222,Owner 4222,Other,0,Small,Manufacturing,Gujarat,Surat,2,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,219.35,315.89,Papier-mache Decor|Wooden Craft,2,1,1,0,0,0
MSE04223,UDYAM-RJ-01-0004223,Jaipur Enterprise 4223,Owner 4223,Female,1,Small,Manufacturing,Rajasthan,Jaipur,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,770.54,203.99,Papad|Mango Pickle,1,1,1,1,1,1
MSE04224,UDYAM-KL-02-0004224,Kozhikode Enterprise 4224,Owner 4224,Female,1,Micro,Manufacturing,Kerala,Kozhikode,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ml,46.22,11.57,Mango Pickle|Ready-to-Eat Snacks|Papad,5,1,1,1,1,0
MSE04225,UDYAM-GJ-03-0004225,Rajkot Enterprise 4225,Owner 4225,Male,0,Micro,Manufacturing,Gujarat,Rajkot,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,gu,49.5,20.28,Mango Pickle,6,1,1,1,0,0
MSE04226,UDYAM-AS-01-0004226,Kamrup Metro Enterprise 4226,Owner 4226,Female,1,Small,Manufacturing,Assam,Kamrup Metro,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,404.0,111.3,Brass Lamp|Wooden Craft,5,1,1,1,0,0
MSE04227,UDYAM-RJ-03-0004227,Udaipur Enterprise 4227,Owner 4227,Female,1,Micro,Services,Rajasthan,Udaipur,3,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,22.91,28.05,IT Support|Web Development,3,1,1,1,1,1
MSE04228,UDYAM-UP-03-0004228,Varanasi Enterprise 4228,Owner 4228,Male,0,Small,Manufacturing,Uttar Pradesh,Varanasi,3,ST,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,948.6,334.74,Papier-mache Decor|Brass Lamp,5,1,1,1,0,0
MSE04229,UDYAM-OD-03-0004229,Sambalpur Enterprise 4229,Owner 4229,Female,1,Small,Manufacturing,Odisha,Sambalpur,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,or,294.8,141.85,Mango Pickle|Masala Mix|Ready-to-Eat Snacks,6,1,1,0,0,0
MSE04230,UDYAM-KL-02-0004230,Kozhikode Enterprise 4230,Owner 4230,Other,0,Micro,Manufacturing,Kerala,Kozhikode,2,General,31,31001,Manufacture of furniture,others,Home & Kitchen,en,20.93,43.58,Kitchen Organizer|Storage Rack,6,1,1,0,0,0
MSE04231,UDYAM-AP-01-0004231,Visakhapatnam Enterprise 4231,Owner 4231,Female,1,Micro,Manufacturing,Andhra Pradesh,Visakhapatnam,1,Minority,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,93.64,45.54,Handloom Dupatta|Cotton Saree,5,1,1,0,0,0
MSE04232,UDYAM-KA-03-0004232,Belagavi Enterprise 4232,Owner 4232,Female,1,Micro,Services,Karnataka,Belagavi,3,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,en,43.31,40.43,IT Support|Digital Marketing,6,1,1,0,0,0
MSE04233,UDYAM-TN-02-0004233,Coimbatore Enterprise 4233,Owner 4233,Other,0,Micro,Manufacturing,Tamil Nadu,Coimbatore,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ta,36.18,16.89,Ready-to-Eat Snacks,2,1,1,0,0,0
MSE04234,UDYAM-CT-02-0004234,Bilaspur Enterprise 4234,Owner 4234,Female,1,Micro,Services,Chhattisgarh,Bilaspur,3,SC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,81.43,14.81,IT Support|Digital Marketing|Catalog Design,1,1,1,1,1,1
MSE04235,UDYAM-GJ-03-0004235,Rajkot Enterprise 4235,Owner 4235,Female,1,Micro,Manufacturing,Gujarat,Rajkot,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,gu,17.26,4.43,Brass Lamp,6,1,1,1,1,1
MSE04236,UDYAM-MH-02-0004236,Pune Enterprise 4236,Owner 4236,Male,0,Micro,Manufacturing,Maharashtra,Pune,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,56.42,16.39,Wooden Chair,6,1,1,0,0,0
MSE04237,UDYAM-UP-01-0004237,Lucknow Enterprise 4237,Owner 4237,Female,1,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,17.64,6.59,Kitchen Organizer,5,1,1,1,1,0
MSE04238,UDYAM-MH-01-0004238,Mumbai Enterprise 4238,Owner 4238,Female,1,Small,Services,Maharashtra,Mumbai,1,SC,62,62011,"Writing, modifying, testing of computer programs",services,Services,en,967.29,148.22,IT Support,4,1,1,1,1,1
MSE04239,UDYAM-MP-01-0004239,Indore Enterprise 4239,Owner 4239,Male,0,Micro,Manufacturing,Madhya Pradesh,Indore,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,94.76,26.97,Papad|Mango Pickle|Ready-to-Eat Snacks,5,1,1,1,1,1
MSE04240,UDYAM-WB-03-0004240,Siliguri Enterprise 4240,Owner 4240,Male,0,Micro,Manufacturing,West Bengal,Siliguri,3,OBC,26,26101,Manufacture of electronic components,electronics,Electronics,hi,44.95,23.6,Earphones,5,1,0,0,0,0
MSE04241,UDYAM-UP-01-0004241,Lucknow Enterprise 4241,Owner 4241,Female,1,Small,Services,Uttar Pradesh,Lucknow,1,Minority,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,313.52,273.07,Web Development|IT Support,5,1,0,0,0,0
MSE04242,UDYAM-UP-03-0004242,Varanasi Enterprise 4242,Owner 4242,Male,0,Small,Manufacturing,Uttar Pradesh,Varanasi,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,828.02,182.79,Ready-to-Eat Snacks|Papad|Mango Pickle,2,1,0,0,0,0
MSE04243,UDYAM-KA-03-0004243,Belagavi Enterprise 4243,Owner 4243,Other,0,Micro,Manufacturing,Karnataka,Belagavi,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,kn,46.48,13.6,Ready-to-Eat Snacks|Mango Pickle|Masala Mix,3,1,1,1,0,0
MSE04244,UDYAM-TN-01-0004244,Chennai Enterprise 4244,Owner 4244,Female,1,Micro,Manufacturing,Tamil Nadu,Chennai,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,17.52,9.17,Silk Stole|Cotton Saree,5,1,1,1,0,0
MSE04245,UDYAM-TN-01-0004245,Chennai Enterprise 4245,Owner 4245,Other,0,Small,Manufacturing,Tamil Nadu,Chennai,1,SC,26,26101,Manufacture of electronic components,electronics,Electronics,ta,685.32,255.87,LED Bulb|Mobile Charger|Earphones,4,1,1,1,1,1
MSE04246,UDYAM-HR-02-0004246,Faridabad Enterprise 4246,Owner 4246,Female,1,Small,Manufacturing,Haryana,Faridabad,2,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,875.52,278.5,Cotton Saree,6,1,1,0,0,0
MSE04247,UDYAM-MP-01-0004247,Indore Enterprise 4247,Owner 4247,Female,1,Micro,Manufacturing,Madhya Pradesh,Indore,1,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,76.96,18.38,Organic Fertilizer|Compost|Herbal Saplings,2,1,1,1,1,0
MSE04248,UDYAM-MH-02-0004248,Pune Enterprise 4248,Owner 4248,Female,1,Small,Services,Maharashtra,Pune,1,SC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,893.31,184.29,Digital Marketing|IT Support,5,1,1,1,1,1
MSE04249,UDYAM-UP-03-0004249,Varanasi Enterprise 4249,Owner 4249,Male,0,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,80.13,34.07,Mango Pickle|Masala Mix|Papad,5,1,1,1,1,0
MSE04250,UDYAM-JH-01-0004250,Ranchi Enterprise 4250,Owner 4250,Female,1,Small,Manufacturing,Jharkhand,Ranchi,2,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,600.65,141.51,Wooden Chair|Kitchen Organizer|Storage Rack,3,1,1,1,1,0
MSE04251,UDYAM-BR-01-0004251,Patna Enterprise 4251,Owner 4251,Other,0,Small,Manufacturing,Bihar,Patna,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,484.13,151.89,Papad,3,1,1,1,1,1
MSE04252,UDYAM-AP-03-0004252,Tirupati Enterprise 4252,Owner 4252,Female,1,Small,Manufacturing,Andhra Pradesh,Tirupati,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,137.65,154.62,Papad|Ready-to-Eat Snacks,3,1,1,1,1,0
MSE04253,UDYAM-UP-03-0004253,Varanasi Enterprise 4253,Owner 4253,Female,1,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,General,26,26101,Manufacture of electronic components,electronics,Electronics,hi,25.9,41.08,Earphones|LED Bulb,3,1,1,1,1,1
MSE04254,UDYAM-DL-01-0004254,New Delhi Enterprise 4254,Owner 4254,Male,0,Micro,Manufacturing,Delhi,New Delhi,1,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,36.58,33.22,Herbal Saplings|Compost,6,1,1,0,0,0
MSE04255,UDYAM-MP-03-0004255,Jabalpur Enterprise 4255,Owner 4255,Other,0,Small,Manufacturing,Madhya Pradesh,Jabalpur,3,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,218.5,346.26,Decorative Shelf,6,1,1,1,1,1
MSE04256,UDYAM-MP-03-0004256,Jabalpur Enterprise 4256,Owner 4256,Female,1,Micro,Manufacturing,Madhya Pradesh,Jabalpur,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,23.47,39.19,Cotton Saree|Silk Stole,6,1,1,1,1,1
MSE04257,UDYAM-WB-02-0004257,Howrah Enterprise 4257,Owner 4257,Male,0,Small,Manufacturing,West Bengal,Howrah,2,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,bn,578.54,140.61,Kitchen Organizer|Storage Rack|Decorative Shelf,3,1,1,1,1,0
MSE04258,UDYAM-MN-03-0004258,Churachandpur Enterprise 4258,Owner 4258,Other,0,Micro,Manufacturing,Manipur,Churachandpur,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,23.76,26.65,Kitchen Organizer,1,1,1,1,0,0
MSE04259,UDYAM-TN-02-0004259,Coimbatore Enterprise 4259,Owner 4259,Female,1,Micro,Manufacturing,Tamil Nadu,Coimbatore,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ta,40.34,39.73,Cotton Saree|Handloom Dupatta|Silk Stole,6,1,1,1,1,1
MSE04260,UDYAM-AP-03-0004260,Tirupati Enterprise 4260,Owner 4260,Female,1,Micro,Manufacturing,Andhra Pradesh,Tirupati,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,te,80.5,9.09,Decorative Shelf|Wooden Chair|Kitchen Organizer,4,1,1,1,0,0
MSE04261,UDYAM-UP-03-0004261,Varanasi Enterprise 4261,Owner 4261,Male,0,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,93.99,22.89,Brass Lamp|Wooden Craft,3,1,1,1,1,0
MSE04262,UDYAM-HR-01-0004262,Gurugram Enterprise 4262,Owner 4262,Female,1,Micro,Manufacturing,Haryana,Gurugram,1,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,72.38,34.15,Storage Rack,3,1,0,0,0,0
MSE04263,UDYAM-MH-01-0004263,Mumbai Enterprise 4263,Owner 4263,Female,1,Micro,Manufacturing,Maharashtra,Mumbai,1,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,en,63.54,43.49,Wooden Craft,3,1,1,0,0,0
MSE04264,UDYAM-AP-03-0004264,Tirupati Enterprise 4264,Owner 4264,Male,0,Small,Manufacturing,Andhra Pradesh,Tirupati,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,519.76,259.99,Mango Pickle,6,1,1,1,0,0
MSE04265,UDYAM-JH-01-0004265,Ranchi Enterprise 4265,Owner 4265,Female,1,Micro,Services,Jharkhand,Ranchi,2,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,91.25,22.41,Catalog Design,3,1,1,1,0,0
MSE04266,UDYAM-RJ-03-0004266,Udaipur Enterprise 4266,Owner 4266,Other,0,Micro,Manufacturing,Rajasthan,Udaipur,3,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,55.05,40.48,Organic Fertilizer,2,1,0,0,0,0
MSE04267,UDYAM-KL-02-0004267,Kozhikode Enterprise 4267,Owner 4267,Male,0,Small,Manufacturing,Kerala,Kozhikode,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,140.96,299.6,Ready-to-Eat Snacks|Mango Pickle|Masala Mix,5,1,1,1,1,1
MSE04268,UDYAM-DL-02-0004268,North West Delhi Enterprise 4268,Owner 4268,Other,0,Micro,Manufacturing,Delhi,North West Delhi,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,35.8,20.44,Storage Rack|Kitchen Organizer,2,1,1,1,1,0
MSE04269,UDYAM-GJ-03-0004269,Rajkot Enterprise 4269,Owner 4269,Other,0,Small,Manufacturing,Gujarat,Rajkot,3,SC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,151.61,307.43,Essential Oil|Ayurvedic Balm|Natural Soap,3,1,0,0,0,0
MSE04270,UDYAM-WB-03-0004270,Siliguri Enterprise 4270,Owner 4270,Female,1,Small,Manufacturing,West Bengal,Siliguri,3,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,431.83,94.64,Compost,3,1,0,0,0,0
MSE04271,UDYAM-GJ-01-0004271,Ahmedabad Enterprise 4271,Owner 4271,Female,1,Micro,Manufacturing,Gujarat,Ahmedabad,1,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,gu,33.85,38.59,Terracotta Pot|Papier-mache Decor,4,1,1,0,0,0
MSE04272,UDYAM-MH-03-0004272,Nagpur Enterprise 4272,Owner 4272,Female,1,Small,Manufacturing,Maharashtra,Nagpur,2,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,en,582.62,79.38,Wooden Craft,1,1,1,1,1,0
MSE04273,UDYAM-KL-03-0004273,Thiruvananthapuram Enterprise 4273,Owner 4273,Male,0,Small,Manufacturing,Kerala,Thiruvananthapuram,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,en,354.5,255.57,Wooden Chair|Decorative Shelf|Storage Rack,4,1,1,1,1,1
MSE04274,UDYAM-MP-02-0004274,Bhopal Enterprise 4274,Owner 4274,Other,0,Micro,Manufacturing,Madhya Pradesh,Bhopal,2,SC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,76.17,39.96,Essential Oil|Ayurvedic Balm|Natural Soap,5,1,1,1,1,0
MSE04275,UDYAM-WB-02-0004275,Howrah Enterprise 4275,Owner 4275,Male,0,Micro,Manufacturing,West Bengal,Howrah,2,General,31,31001,Manufacture of furniture,others,Home & Kitchen,bn,23.98,47.87,Kitchen Organizer|Storage Rack|Decorative Shelf,6,1,0,0,0,0
MSE04276,UDYAM-RJ-03-0004276,Udaipur Enterprise 4276,Owner 4276,Male,0,Micro,Manufacturing,Rajasthan,Udaipur,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,83.27,33.45,Ready-to-Eat Snacks|Mango Pickle,4,1,1,1,1,1
MSE04277,UDYAM-CT-03-0004277,Durg Enterprise 4277,Owner 4277,Male,0,Small,Manufacturing,Chhattisgarh,Durg,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,354.56,226.73,Cotton Saree|Handloom Dupatta|Silk Stole,6,1,1,1,1,0
MSE04278,UDYAM-WB-01-0004278,Kolkata Enterprise 4278,Owner 4278,Female,1,Micro,Manufacturing,West Bengal,Kolkata,1,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,bn,46.18,32.67,Masala Mix|Papad|Ready-to-Eat Snacks,2,1,1,1,0,0
MSE04279,UDYAM-GJ-03-0004279,Rajkot Enterprise 4279,Owner 4279,Female,1,Micro,Services,Gujarat,Rajkot,3,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,79.8,22.21,Web Development|Catalog Design,3,1,0,0,0,0
MSE04280,UDYAM-MH-03-0004280,Nagpur Enterprise 4280,Owner 4280,Male,0,Micro,Manufacturing,Maharashtra,Nagpur,2,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,mr,80.04,14.93,Silk Stole|Cotton Saree,2,1,1,1,0,0
MSE04281,UDYAM-RJ-03-0004281,Udaipur Enterprise 4281,Owner 4281,Male,0,Micro,Manufacturing,Rajasthan,Udaipur,3,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,15.93,30.34,Organic Fertilizer|Herbal Saplings,2,1,0,0,0,0
MSE04282,UDYAM-DL-01-0004282,New Delhi Enterprise 4282,Owner 4282,Male,0,Small,Manufacturing,Delhi,New Delhi,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,633.18,198.53,Kitchen Organizer,1,1,1,0,0,0
MSE04283,UDYAM-WB-02-0004283,Howrah Enterprise 4283,Owner 4283,Male,0,Micro,Manufacturing,West Bengal,Howrah,2,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,35.34,34.33,Masala Mix|Papad|Mango Pickle,5,1,0,0,0,0
MSE04284,UDYAM-MH-02-0004284,Pune Enterprise 4284,Owner 4284,Female,1,Small,Manufacturing,Maharashtra,Pune,1,ST,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,122.35,74.31,Kitchen Organizer|Wooden Chair,4,1,1,1,1,1
MSE04285,UDYAM-KA-02-0004285,Mysuru Enterprise 4285,Owner 4285,Male,0,Micro,Services,Karnataka,Mysuru,2,SC,62,62011,"Writing, modifying, testing of computer programs",services,Services,kn,67.36,47.57,Catalog Design|Digital Marketing|Web Development,5,1,1,1,0,0
MSE04286,UDYAM-RJ-03-0004286,Udaipur Enterprise 4286,Owner 4286,Female,1,Micro,Manufacturing,Rajasthan,Udaipur,3,ST,01,01300,Crop and animal production,agriculture,Agriculture,hi,27.6,16.92,Compost,2,1,1,0,0,0
MSE04287,UDYAM-MH-03-0004287,Nagpur Enterprise 4287,Owner 4287,Female,1,Small,Manufacturing,Maharashtra,Nagpur,2,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,mr,792.67,158.85,Terracotta Pot|Wooden Craft,6,1,1,1,0,0
MSE04288,UDYAM-OD-02-0004288,Cuttack Enterprise 4288,Owner 4288,Female,1,Micro,Manufacturing,Odisha,Cuttack,2,General,26,26101,Manufacture of electronic components,electronics,Electronics,hi,61.67,14.99,Mobile Charger|LED Bulb|Power Adapter,5,1,1,1,0,0
MSE04289,UDYAM-UP-03-0004289,Varanasi Enterprise 4289,Owner 4289,Other,0,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,43.08,46.6,Compost,3,1,0,0,0,0
MSE04290,UDYAM-UP-02-0004290,Kanpur Nagar Enterprise 4290,Owner 4290,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,58.39,3.88,Ready-to-Eat Snacks|Papad,1,1,1,1,1,0
MSE04291,UDYAM-MH-01-0004291,Mumbai Enterprise 4291,Owner 4291,Male,0,Small,Manufacturing,Maharashtra,Mumbai,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,200.04,272.0,Handloom Dupatta,3,1,1,1,0,0
MSE04292,UDYAM-TN-03-0004292,Madurai Enterprise 4292,Owner 4292,Female,1,Micro,Manufacturing,Tamil Nadu,Madurai,2,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,ta,75.6,38.23,Terracotta Pot|Wooden Craft,5,1,1,1,1,1
MSE04293,UDYAM-RJ-03-0004293,Udaipur Enterprise 4293,Owner 4293,Male,0,Micro,Services,Rajasthan,Udaipur,3,ST,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,59.14,41.24,Web Development|IT Support,4,1,0,0,0,0
MSE04294,UDYAM-KA-02-0004294,Mysuru Enterprise 4294,Owner 4294,Female,1,Micro,Manufacturing,Karnataka,Mysuru,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,kn,54.36,25.36,Papad|Masala Mix|Mango Pickle,4,1,1,1,0,0
MSE04295,UDYAM-AS-02-0004295,Dibrugarh Enterprise 4295,Owner 4295,Female,1,Micro,Manufacturing,Assam,Dibrugarh,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,33.78,36.88,Brass Lamp,6,1,1,1,1,0
MSE04296,UDYAM-BR-01-0004296,Patna Enterprise 4296,Owner 4296,Male,0,Micro,Manufacturing,Bihar,Patna,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,16.96,46.49,Storage Rack|Decorative Shelf|Wooden Chair,6,1,1,1,1,1
MSE04297,UDYAM-RJ-02-0004297,Jodhpur Enterprise 4297,Owner 4297,Female,1,Small,Services,Rajasthan,Jodhpur,2,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,335.63,136.4,IT Support,3,1,1,1,1,1
MSE04298,UDYAM-KA-03-0004298,Belagavi Enterprise 4298,Owner 4298,Female,1,Micro,Manufacturing,Karnataka,Belagavi,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,kn,44.16,36.55,Papad,5,1,1,0,0,0
MSE04299,UDYAM-MH-02-0004299,Pune Enterprise 4299,Owner 4299,Female,1,Small,Manufacturing,Maharashtra,Pune,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,en,517.47,313.13,Decorative Shelf,4,1,0,0,0,0
MSE04300,UDYAM-MH-02-0004300,Pune Enterprise 4300,Owner 4300,Male,0,Small,Manufacturing,Maharashtra,Pune,1,SC,26,26101,Manufacture of electronic components,electronics,Electronics,hi,526.02,256.41,Earphones|LED Bulb,6,1,1,1,1,1
MSE04301,UDYAM-WB-03-0004301,Siliguri Enterprise 4301,Owner 4301,Female,1,Micro,Manufacturing,West Bengal,Siliguri,3,General,01,01300,Crop and animal production,agriculture,Agriculture,bn,42.28,13.1,Organic Fertilizer,5,1,0,0,0,0
